,ID,Churn,Sexo,Sênior,Parceiro,Dependentes,MesesDeContrato,Telefone,VáriasLinhas,SegurançaOnline,ServiçoInternet,BackupOnline,ProteçãoDispositivo,SuporteTécnico,StreamingTV,StreamingFilmes,Contato,FaturamentoSemPapel,GastoDiario,FormaDePagamento,EncargosMensal,EncargosTotal
1399,2023-VQFDL,No,Masculino,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.63,Cheque eletrônico,19.0,348.8
1400,2024-BASKD,Yes,Feminino,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Mês a mês,Yes,2.49,Cheque enviado,74.6,74.6
1401,2025-JKFWI,Yes,Masculino,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mês a mês,Yes,3.3,Cheque enviado,99.0,1301.7
1402,2026-TGDHM,Yes,Feminino,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mês a mês,Yes,2.64,Cheque eletrônico,79.3,523.15
1403,2027-CWDNU,No,Masculino,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Mês a mês,Yes,2.85,Cheque eletrônico,85.6,1601.5
1404,2027-DNKIV,No,Masculino,0,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Um Ano,Yes,1.96,Cheque enviado,58.75,2203.1
1405,2027-FECZV,Yes,Masculino,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.56,Cheque eletrônico,106.7,1253.9
1406,2027-OAQQC,Yes,Feminino,0,No,No,43,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,1.64,Bank transfer (automatic),49.05,2076.2
1407,2027-WKXMW,No,Feminino,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Mês a mês,Yes,3.62,Cheque eletrônico,108.75,6871.7
1408,2030-BTZRO,No,Masculino,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.68,Credit card (automatic),20.4,107.6
1409,2034-CGRHZ,Yes,Masculino,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.43,Credit card (automatic),102.95,2496.7
1410,2034-GDRCN,Yes,Feminino,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,3.01,Cheque eletrônico,90.4,168.2
1411,2037-SGXHH,Yes,Masculino,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Mês a mês,Yes,3.16,Cheque eletrônico,94.65,3624.3
1412,2037-XJFUP,Yes,Masculino,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Um Ano,Yes,3.19,Cheque eletrônico,95.8,3036.75
1413,2038-LLMLM,No,Feminino,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,3.46,Cheque eletrônico,103.85,4946.05
1414,2038-OEQZH,No,Masculino,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Mês a mês,No,2.87,Cheque eletrônico,86.05,308.1
1415,2038-YSEZE,No,Feminino,0,No,No,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Mês a mês,No,2.25,Cheque enviado,67.45,1801.1
1416,2039-JONDJ,No,Masculino,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Um Ano,No,1.85,Bank transfer (automatic),55.45,1477.65
1417,2040-LDIWQ,No,Masculino,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.81,Bank transfer (automatic),84.2,5324.5
1418,2040-OBMLJ,No,Masculino,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Um Ano,No,2.72,Credit card (automatic),81.7,2548.65
1419,2040-VZIKE,No,Feminino,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Mês a mês,Yes,3.36,Cheque enviado,100.85,4847.35
1420,2040-XBAVJ,No,Masculino,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,3.82,Bank transfer (automatic),114.45,8100.55
1421,2041-JIJCI,No,Feminino,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Mês a mês,Yes,2.13,Cheque eletrônico,64.0,370.25
1422,2043-WVTQJ,No,Masculino,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Mês a mês,No,1.86,Cheque enviado,55.7,55.7
1423,2045-BMBTJ,No,Feminino,1,No,No,33,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,1.98,Bank transfer (automatic),59.45,1884.65
1424,2049-BAFNW,No,Feminino,0,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,No,Mês a mês,No,1.2,Cheque enviado,35.9,35.9
1425,2050-ONYDQ,No,Feminino,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.87,Credit card (automatic),26.0,1654.85
1426,2054-PJOCK,No,Feminino,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Um Ano,No,2.68,Credit card (automatic),80.55,4847.05
1427,2055-BFOCC,No,Masculino,1,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Um Ano,Yes,2.8,Bank transfer (automatic),84.0,5329.55
1428,2055-PDADH,Yes,Feminino,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.35,Cheque eletrônico,70.4,204.7
1429,2055-SIFSS,No,Feminino,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Mês a mês,No,1.72,Bank transfer (automatic),51.65,2838.55
1430,2056-EVGZL,No,Masculino,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Um Ano,No,3.52,Credit card (automatic),105.75,7322.5
1431,2057-BOYKM,No,Feminino,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Dois Anos,Yes,3.22,Bank transfer (automatic),96.6,6827.5
1432,2057-ZBLPD,Yes,Feminino,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mês a mês,Yes,2.88,Cheque eletrônico,86.5,1808.7
1433,2058-DCJBE,Yes,Masculino,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.33,Cheque eletrônico,69.75,324.6
1434,2061-VVFST,No,Feminino,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.65,Bank transfer (automatic),19.5,805.2
1435,2065-MMKGR,No,Feminino,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Um Ano,Yes,2.37,Credit card (automatic),71.0,2080.1
1436,2067-QYTCF,No,Feminino,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Mês a mês,Yes,3.7,Cheque eletrônico,111.15,6953.4
1437,2068-WWXQZ,No,Masculino,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.67,Bank transfer (automatic),20.05,902.0
1438,2070-FNEXE,Yes,Feminino,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mês a mês,No,2.55,Bank transfer (automatic),76.45,503.6
1439,2070-XYMFH,No,Feminino,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Mês a mês,Yes,2.64,Cheque enviado,79.35,1835.3
1440,2072-ZVJJX,No,Masculino,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.84,Bank transfer (automatic),25.25,1728.2
1441,2073-QBVBI,No,Feminino,0,Yes,No,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,Um Ano,No,1.18,Cheque enviado,35.45,1391.65
1442,2074-GKOWZ,Yes,Masculino,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,2.98,Bank transfer (automatic),89.55,185.55
1443,2074-GUHPQ,No,Feminino,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Mês a mês,Yes,3.09,Credit card (automatic),92.7,1556.85
1444,2075-PUEPR,No,Masculino,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.64,Bank transfer (automatic),19.35,1153.25
1445,2075-RMJIK,No,Feminino,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,1.65,Cheque enviado,49.4,232.55
1446,2077-DDHJK,No,Feminino,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Dois Anos,No,2.36,Credit card (automatic),70.9,4911.35
1447,2077-MPJQO,No,Masculino,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.51,Cheque eletrônico,75.4,533.05
1448,2079-FBMZK,Yes,Feminino,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.31,Cheque enviado,69.25,418.4
1449,2080-CAZNM,No,Feminino,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.48,Cheque eletrônico,104.4,4133.95
1450,2080-GKCWQ,No,Masculino,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Mês a mês,No,2.5,Cheque eletrônico,74.95,151.75
1451,2080-SRCDE,No,Feminino,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.85,Cheque enviado,25.4,25.4
1452,2081-KJSQF,No,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.68,Cheque enviado,20.25,20.25
1453,2081-VEYEH,No,Masculino,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Mês a mês,Yes,3.6,Cheque eletrônico,107.95,318.6
1454,2082-CEFLT,Yes,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.52,Cheque eletrônico,45.6,45.6
1455,2082-OJVTK,Yes,Masculino,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Mês a mês,Yes,2.97,Cheque eletrônico,89.2,2698.35
1456,2085-BOJKI,No,Masculino,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Um Ano,Yes,3.22,Bank transfer (automatic),96.65,1588.25
1457,2085-JVGAD,No,Masculino,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.68,Bank transfer (automatic),20.35,697.65
1458,2087-QAREY,No,Feminino,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Mês a mês,Yes,1.82,Cheque enviado,54.7,1178.75
1459,2088-IEBAU,No,Feminino,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.94,Cheque eletrônico,88.15,6148.45
1460,2091-GPPIQ,No,Feminino,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Dois Anos,Yes,2.63,Cheque eletrônico,78.95,5730.15
1461,2091-MJTFX,Yes,Feminino,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Mês a mês,No,1.71,Credit card (automatic),51.2,1561.5
1462,2091-RFFBA,Yes,Feminino,1,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.46,Cheque eletrônico,73.9,2217.15
1463,2096-XOTMO,No,Feminino,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.64,Cheque enviado,19.35,275.9
1464,2097-YVPKN,No,Masculino,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.86,Cheque enviado,25.75,1654.75
1465,2100-BDNSN,Yes,Feminino,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Mês a mês,No,2.26,Bank transfer (automatic),67.95,350.3
1466,2101-RANCD,No,Feminino,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.44,Cheque eletrônico,73.1,4144.9
1467,2103-ZRXFN,No,Masculino,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Mês a mês,No,1.69,Cheque enviado,50.75,50.75
1468,2105-PHWON,No,Feminino,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Mês a mês,Yes,3.17,Credit card (automatic),95.0,3008.15
1469,2107-FBPTK,No,Feminino,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.47,Cheque eletrônico,104.1,3121.1
1470,2108-GLPQB,No,Masculino,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Mês a mês,No,1.85,Credit card (automatic),55.55,1405.3
1471,2108-XWMPY,Yes,Masculino,0,No,No,3,No,No phone service,DSL,Yes,Yes,No,No,No,No,Mês a mês,Yes,1.18,Cheque enviado,35.45,106.85
1472,2108-YKQTY,Yes,Feminino,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Mês a mês,No,1.69,Credit card (automatic),50.7,151.3
1473,2111-DWYHN,No,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.7,Cheque enviado,21.1,21.1
1474,2114-MGINA,Yes,Feminino,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,2.99,Cheque enviado,89.8,1129.1
1475,2115-BFTIW,Yes,Masculino,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,No,2.37,Cheque enviado,70.95,1767.35
1476,2120-SMPEX,No,Masculino,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.67,Cheque enviado,20.15,536.35
1477,2121-JAFOM,No,Feminino,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.85,Credit card (automatic),115.55,8312.4
1478,2122-SZZZD,No,Masculino,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.65,Credit card (automatic),19.5,835.5
1479,2122-YWVYA,No,Feminino,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mês a mês,Yes,2.51,Cheque eletrônico,75.4,1380.4
1480,2123-AGEEN,No,Feminino,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Mês a mês,Yes,2.81,Cheque eletrônico,84.35,609.65
1481,2123-VSCOT,No,Feminino,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Dois Anos,Yes,2.4,Bank transfer (automatic),72.1,4194.85
1482,2126-GSEGL,No,Feminino,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.83,Bank transfer (automatic),84.8,5917.55
1483,2129-ALKBS,No,Feminino,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.87,Cheque eletrônico,26.2,1077.5
1484,2133-TSRRM,No,Feminino,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.51,Bank transfer (automatic),105.35,3688.6
1485,2135-DQWAQ,No,Feminino,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Mês a mês,Yes,2.84,Cheque enviado,85.3,420.45
1486,2135-RXIHG,Yes,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.52,Cheque eletrônico,45.65,45.65
1487,2137-DQMEV,No,Masculino,0,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Um Ano,No,1.49,Cheque enviado,44.8,2983.65
1488,2138-VFAPZ,No,Feminino,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.66,Cheque enviado,19.7,263.65
1489,2139-FQHLM,No,Masculino,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Mês a mês,No,3.0,Cheque enviado,89.95,1682.4
1490,2141-RRYGO,Yes,Feminino,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,2.29,Bank transfer (automatic),68.65,261.25
1491,2143-LJULT,No,Feminino,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.84,Credit card (automatic),25.25,1733.15
1492,2144-BFDSO,No,Feminino,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Mês a mês,No,3.62,Bank transfer (automatic),108.75,5431.9
1493,2144-ESWKO,No,Masculino,0,No,No,43,No,No phone service,DSL,Yes,No,Yes,No,No,No,Um Ano,Yes,1.17,Credit card (automatic),35.2,1463.7
1494,2146-EGVDT,No,Masculino,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.64,Credit card (automatic),19.3,1192.7
1495,2150-OEGBV,No,Masculino,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.67,Bank transfer (automatic),20.1,562.6
1496,2150-UWTFY,Yes,Feminino,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Mês a mês,No,2.04,Cheque enviado,61.15,1422.05
1497,2150-WLKUW,No,Feminino,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Um Ano,No,2.13,Bank transfer (automatic),63.9,2635.0
1498,2153-MREFK,Yes,Feminino,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Um Ano,Yes,3.31,Cheque eletrônico,99.2,3754.6
1499,2154-KVJFF,Yes,Feminino,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mês a mês,Yes,2.66,Cheque eletrônico,79.75,1111.85
1500,2155-AMQRX,No,Feminino,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Mês a mês,Yes,1.83,Credit card (automatic),54.9,1505.15
1501,2157-MXBJS,Yes,Masculino,0,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Um Ano,Yes,2.51,Cheque enviado,75.3,989.45
1502,2159-TURXX,No,Masculino,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.67,Credit card (automatic),20.05,95.55
1503,2160-GPFXD,No,Masculino,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Dois Anos,Yes,2.19,Credit card (automatic),65.65,3566.7
1504,2162-FRZAA,No,Masculino,0,Yes,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Dois Anos,No,1.31,Bank transfer (automatic),39.35,2395.05
1505,2164-SOQXL,No,Feminino,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.67,Cheque enviado,20.05,406.05
1506,2165-VOEGB,Yes,Feminino,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Um Ano,Yes,3.51,Bank transfer (automatic),105.2,4822.85
1507,2167-FQSTQ,No,Feminino,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.08,Cheque eletrônico,92.4,6786.1
1508,2169-RRLFW,No,Feminino,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.85,Credit card (automatic),25.6,1888.25
1509,2171-UDMFD,No,Masculino,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.65,Credit card (automatic),19.45,674.55
1510,2172-EJXVF,No,Feminino,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Um Ano,Yes,3.53,Cheque eletrônico,105.9,7521.95
1511,2176-LVPNX,No,Feminino,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,2.99,Cheque enviado,89.85,6293.45
1512,2176-OSJUV,No,Masculino,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Dois Anos,No,2.17,Bank transfer (automatic),65.15,4681.75
1513,2178-PMGCJ,No,Masculino,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.32,Cheque enviado,69.7,1490.4
1514,2180-DXNEG,Yes,Feminino,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.2,Cheque eletrônico,96.0,1062.1
1515,2181-TIDSV,No,Masculino,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.66,Bank transfer (automatic),19.95,1303.25
1516,2181-UAESM,No,Masculino,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Mês a mês,No,1.78,Cheque eletrônico,53.45,119.5
1518,2186-QZEYA,No,Feminino,1,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Mês a mês,Yes,1.95,Bank transfer (automatic),58.55,1718.95
1519,2187-LZGPL,Yes,Feminino,0,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Mês a mês,Yes,1.34,Credit card (automatic),40.1,293.3
1520,2187-PKZAY,No,Masculino,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mês a mês,Yes,2.66,Bank transfer (automatic),79.95,1043.4
1521,2188-SXWVT,No,Feminino,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,Um Ano,No,1.83,Cheque enviado,55.0,1885.15
1522,2189-UXTKY,Yes,Feminino,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Mês a mês,Yes,2.64,Cheque eletrônico,79.2,1742.75
1523,2189-WWOEW,Yes,Feminino,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Mês a mês,Yes,2.86,Bank transfer (automatic),85.9,1269.55
1524,2190-BCXEC,No,Feminino,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Mês a mês,Yes,2.63,Credit card (automatic),78.85,3126.85
1525,2190-PHBHR,No,Feminino,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Dois Anos,Yes,3.15,Credit card (automatic),94.45,6921.7
1526,2192-CKRLV,No,Feminino,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Dois Anos,Yes,1.64,Cheque eletrônico,49.2,3580.95
1527,2192-OZITF,No,Feminino,0,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Dois Anos,No,2.45,Cheque enviado,73.55,3349.1
1528,2193-SFWQW,No,Masculino,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,3.73,Bank transfer (automatic),111.95,8033.1
1529,2194-IIQOF,No,Feminino,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,2.98,Credit card (automatic),89.3,6388.65
1530,2195-VVRJF,No,Masculino,1,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Mês a mês,Yes,1.97,Credit card (automatic),59.1,1011.05
1531,2195-ZRVAX,Yes,Feminino,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Mês a mês,Yes,2.84,Cheque eletrônico,85.3,4045.65
1532,2197-OMWGI,No,Feminino,1,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Dois Anos,Yes,1.77,Cheque eletrônico,53.0,3656.25
1533,2200-DSAAL,No,Feminino,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Dois Anos,Yes,2.69,Cheque eletrônico,80.65,5330.2
1534,2202-CUYXZ,Yes,Masculino,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Mês a mês,Yes,2.83,Cheque eletrônico,84.85,84.85
1535,2202-OUTMO,No,Feminino,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Mês a mês,Yes,2.03,Bank transfer (automatic),60.85,2003.6
1536,2203-GHNWN,No,Feminino,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Mês a mês,Yes,2.66,Cheque enviado,79.65,1928.7
1537,2205-LPVGL,No,Masculino,1,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Um Ano,Yes,2.99,Bank transfer (automatic),89.85,5125.75
1538,2205-YMZZJ,Yes,Masculino,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mês a mês,Yes,2.83,Cheque eletrônico,84.8,546.95
1539,2207-NHRJK,Yes,Masculino,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Mês a mês,No,1.69,Cheque eletrônico,50.8,50.8
1540,2207-OBZNX,Yes,Masculino,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,1.7,Cheque enviado,51.0,354.05
1541,2207-QPJED,No,Feminino,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Mês a mês,No,3.0,Cheque eletrônico,90.0,3371.75
1542,2207-RYYRL,No,Masculino,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.82,Cheque enviado,24.55,1331.05
1543,2208-MPXIO,No,Feminino,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.67,Bank transfer (automatic),20.0,886.4
1544,2208-NKVVH,No,Masculino,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.81,Cheque enviado,24.25,1077.95
1545,2208-NQBCT,No,Feminino,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Mês a mês,No,2.73,Cheque eletrônico,81.95,2070.05
1546,2208-UGTGR,No,Masculino,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mês a mês,No,3.29,Cheque eletrônico,98.6,5581.05
1547,2209-XADXF,No,Feminino,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,No,0.84,Bank transfer (automatic),25.25,25.25
